"COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2014-Q4","6.466666666666667","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2015-Q1","6.833333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2015-Q2","6.6","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2015-Q3","5.633333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2015-Q4","6.5","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2016-Q1","6.833333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2016-Q2","6.633333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2016-Q3","7.133333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2016-Q4","6.733333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2017-Q1","5.9","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2017-Q2","6.3","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2017-Q3","5.4","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2017-Q4","5.633333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2018-Q1","6.5","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2018-Q2","5.133333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2018-Q3","5.3","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2018-Q4","4.633333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2019-Q1","4.6","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2019-Q2","4.933333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2019-Q3","4.166666666666667","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2019-Q4","4.233333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2020-Q1","5.166666666666667","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2020-Q2","7.166666666666667","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2020-Q3","7.666666666666667","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2020-Q4","7.533333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2021-Q1","7.066666666666667","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2021-Q2","6.7","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2021-Q3","5.833333333333333","Units"
"Estonia, Republic of","Unemployment rate","Percent","Quarterly","2021-Q4","5.233333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2004-Q1","5.1","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2004-Q2","4.8","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2004-Q3","4.633333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2004-Q4","4.433333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2005-Q1","4.366666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2005-Q2","5.033333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2005-Q3","4.866666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2005-Q4","4.266666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2006-Q1","4.666666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2006-Q2","4.933333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2006-Q3","5.166666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2006-Q4","4.4","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2007-Q1","4.866666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2007-Q2","5.2","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2007-Q3","5.033333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2007-Q4","4.9","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2008-Q1","5.333333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2008-Q2","6.133333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2008-Q3","7.566666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2008-Q4","8.133333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2009-Q1","10.8","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2009-Q2","12.9","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2009-Q3","13.63333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2009-Q4","13.3","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2010-Q1","13.7","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2010-Q2","14.63333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2010-Q3","14.86666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2010-Q4","15.1","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2011-Q1","15.03333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2011-Q2","15.33333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2011-Q3","15.96666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2011-Q4","15.3","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2012-Q1","15.8","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2012-Q2","15.83333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2012-Q3","15.83333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2012-Q4","14.46666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2013-Q1","14.36666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2013-Q2","14.66666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2013-Q3","13.7","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2013-Q4","12.36666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2014-Q1","12.63333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2014-Q2","12.46666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2014-Q3","12","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2014-Q4","10.43333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2015-Q1","10.46666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2015-Q2","10.3","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2015-Q3","9.866666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2015-Q4","9.066666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2016-Q1","8.8","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2016-Q2","9.066666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2016-Q3","8.533333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2016-Q4","7.233333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2017-Q1","7.066666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2017-Q2","6.866666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2017-Q3","6.966666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2017-Q4","6.1","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2018-Q1","5.7","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2018-Q2","6.066666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2018-Q3","6","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2018-Q4","5.433333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2019-Q1","4.766666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2019-Q2","5.466666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2019-Q3","5.3","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2019-Q4","4.5","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2020-Q1","4.666666666666667","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2020-Q2","5.433333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2020-Q3","7.433333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2020-Q4","5.9","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2021-Q1","7.133333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2021-Q2","7.333333333333333","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2021-Q3","5.7","Units"
"Ireland","Unemployment rate","Percent","Quarterly","2021-Q4","4.866666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2004-Q1","6.733333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2004-Q2","5.6","Units"
"Austria","Unemployment rate","Percent","Quarterly","2004-Q3","5.466666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2004-Q4","5.766666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2005-Q1","6.566666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2005-Q2","5.866666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2005-Q3","5.733333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2005-Q4","5.966666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2006-Q1","6.933333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2006-Q2","5.466666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2006-Q3","5","Units"
"Austria","Unemployment rate","Percent","Quarterly","2006-Q4","5.166666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2007-Q1","5.933333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2007-Q2","5.266666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2007-Q3","5","Units"
"Austria","Unemployment rate","Percent","Quarterly","2007-Q4","4.666666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2008-Q1","5.2","Units"
"Austria","Unemployment rate","Percent","Quarterly","2008-Q2","3.9","Units"
"Austria","Unemployment rate","Percent","Quarterly","2008-Q3","4.133333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2008-Q4","4.533333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2009-Q1","5.733333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2009-Q2","5.5","Units"
"Austria","Unemployment rate","Percent","Quarterly","2009-Q3","5.833333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2009-Q4","5.6","Units"
"Austria","Unemployment rate","Percent","Quarterly","2010-Q1","6.1","Units"
"Austria","Unemployment rate","Percent","Quarterly","2010-Q2","5.133333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2010-Q3","4.866666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2010-Q4","4.666666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2011-Q1","5.833333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2011-Q2","4.6","Units"
"Austria","Unemployment rate","Percent","Quarterly","2011-Q3","4.1","Units"
"Austria","Unemployment rate","Percent","Quarterly","2011-Q4","5.066666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2012-Q1","5.433333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2012-Q2","5","Units"
"Austria","Unemployment rate","Percent","Quarterly","2012-Q3","5.166666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2012-Q4","5.166666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2013-Q1","6.633333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2013-Q2","5.166666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2013-Q3","5.433333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2013-Q4","5.666666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2014-Q1","6.866666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2014-Q2","5.666666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2014-Q3","5.7","Units"
"Austria","Unemployment rate","Percent","Quarterly","2014-Q4","5.9","Units"
"Austria","Unemployment rate","Percent","Quarterly","2015-Q1","6.766666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2015-Q2","6.033333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2015-Q3","5.733333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2015-Q4","6.066666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2016-Q1","7.266666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2016-Q2","6.333333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2016-Q3","6.266666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2016-Q4","5.933333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2017-Q1","6.9","Units"
"Austria","Unemployment rate","Percent","Quarterly","2017-Q2","5.6","Units"
"Austria","Unemployment rate","Percent","Quarterly","2017-Q3","5.6","Units"
"Austria","Unemployment rate","Percent","Quarterly","2017-Q4","5.6","Units"
"Austria","Unemployment rate","Percent","Quarterly","2018-Q1","6.1","Units"
"Austria","Unemployment rate","Percent","Quarterly","2018-Q2","4.8","Units"
"Austria","Unemployment rate","Percent","Quarterly","2018-Q3","5.033333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2018-Q4","4.9","Units"
"Austria","Unemployment rate","Percent","Quarterly","2019-Q1","5.733333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2019-Q2","4.666666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2019-Q3","4.533333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2019-Q4","4.433333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2020-Q1","5.233333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2020-Q2","6.766666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2020-Q3","6.1","Units"
"Austria","Unemployment rate","Percent","Quarterly","2020-Q4","6","Units"
"Austria","Unemployment rate","Percent","Quarterly","2021-Q1","7.966666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2021-Q2","6.533333333333333","Units"
"Austria","Unemployment rate","Percent","Quarterly","2021-Q3","5.266666666666667","Units"
"Austria","Unemployment rate","Percent","Quarterly","2021-Q4","5.033333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2004-Q1","12.26666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2004-Q2","11.7","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2004-Q3","11.2","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2004-Q4","11.8","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2005-Q1","11.56666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2005-Q2","10.43333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2005-Q3","9.466666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2005-Q4","8.7","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2006-Q1","8.533333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2006-Q2","7.2","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2006-Q3","6.033333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2006-Q4","6.366666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2007-Q1","7.1","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2007-Q2","6.3","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2007-Q3","5.666666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2007-Q4","5.233333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2008-Q1","6.766666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2008-Q2","6.6","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2008-Q3","7.4","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2008-Q4","10.23333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2009-Q1","14.23333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2009-Q2","17.26666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2009-Q3","18.76666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2009-Q4","19.93333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2010-Q1","21.23333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2010-Q2","20.4","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2010-Q3","18.5","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2010-Q4","17.76666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2011-Q1","17.6","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2011-Q2","17.1","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2011-Q3","15.1","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2011-Q4","15.03333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2012-Q1","16.33333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2012-Q2","16.26666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2012-Q3","13.66666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2012-Q4","13.9","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2013-Q1","12.96666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2013-Q2","11.4","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2013-Q3","11.76666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2013-Q4","11.3","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2014-Q1","11.83333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2014-Q2","10.66666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2014-Q3","10.6","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2014-Q4","10.26666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2015-Q1","10.2","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2015-Q2","9.766666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2015-Q3","9.7","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2015-Q4","9.833333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2016-Q1","10.23333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2016-Q2","9.5","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2016-Q3","9.533333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2016-Q4","9.266666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2017-Q1","9.4","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2017-Q2","8.833333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2017-Q3","8.5","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2017-Q4","8.1","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2018-Q1","8.166666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2018-Q2","7.633333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2018-Q3","6.966666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2018-Q4","6.833333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2019-Q1","6.9","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2019-Q2","6.366666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2019-Q3","6.033333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2019-Q4","5.966666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2020-Q1","7.6","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2020-Q2","8.566666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2020-Q3","8.366666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2020-Q4","7.833333333333333","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2021-Q1","8.066666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2021-Q2","7.866666666666667","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2021-Q3","7.2","Units"
"Latvia, Republic of","Unemployment rate","Percent","Quarterly","2021-Q4","7.166666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2004-Q1","5.033333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2004-Q2","4.8","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2004-Q3","4.833333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2004-Q4","5.133333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2005-Q1","5.033333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2005-Q2","4.5","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2005-Q3","4.3","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2005-Q4","4.766666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2006-Q1","4.833333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2006-Q2","4.333333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2006-Q3","4.366666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2006-Q4","4.766666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2007-Q1","4.6","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2007-Q2","3.966666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2007-Q3","3.8","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2007-Q4","4.3","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2008-Q1","4.766666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2008-Q2","4.433333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2008-Q3","4.866666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2008-Q4","5.6","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2009-Q1","5.633333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2009-Q2","4.933333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2009-Q3","4.833333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2009-Q4","5.066666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2010-Q1","4.9","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2010-Q2","4.266666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2010-Q3","4.266666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2010-Q4","4.9","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2011-Q1","4.866666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2011-Q2","4.6","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2011-Q3","4.833333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2011-Q4","5.033333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2012-Q1","5.2","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2012-Q2","4.8","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2012-Q3","4.866666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2012-Q4","5.4","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2013-Q1","5.866666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2013-Q2","5.633333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2013-Q3","5.8","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2013-Q4","6.2","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2014-Q1","6.2","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2014-Q2","5.7","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2014-Q3","6","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2014-Q4","6.3","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2015-Q1","6.533333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2015-Q2","6.166666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2015-Q3","6.4","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2015-Q4","6.733333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2016-Q1","6.666666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2016-Q2","6.066666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2016-Q3","6.166666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2016-Q4","6.433333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2017-Q1","6.1","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2017-Q2","5.366666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2017-Q3","5.366666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2017-Q4","5.633333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2018-Q1","5.666666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2018-Q2","5.4","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2018-Q3","5.5","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2018-Q4","5.433333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2019-Q1","5.633333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2019-Q2","5.466666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2019-Q3","5.566666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2019-Q4","5.7","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2020-Q1","6.266666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2020-Q2","7.333333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2020-Q3","6.7","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2020-Q4","6.466666666666667","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2021-Q1","6.5","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2021-Q2","5.4","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2021-Q3","4.933333333333333","Units"
"Luxembourg","Unemployment rate","Percent","Quarterly","2021-Q4","4.866666666666667","Units"
"Malta","Unemployment rate","Percent","Quarterly","2004-Q1","7.2","Units"
"Malta","Unemployment rate","Percent","Quarterly","2004-Q2","7.333333333333333","Units"
"Malta","Unemployment rate","Percent","Quarterly","2004-Q3","7.366666666666667","Units"
"Malta","Unemployment rate","Percent","Quarterly","2004-Q4","6.966666666666667","Units"
